WI06 WI05 TVD02 TVD01 TVD05 TVD12 TVD06 TVD07 TVD04 TVD03 PT1000 TVK01 TVK02 TVK03 TVK04 "Master clock"
585 319 24.775 25.3125 25.5625 29.3125 28.5875 28.9375 23.3125 35.375 179.0625 28.0 125.75 27.25 187.25 3152.85
586 319 24.775 25.3125 25.5625 29.3125 28.5875 28.9375 23.3125 35.4375 179.0 28.25 125.25 27.5 187.75 3157.86
587 320 24.775 25.375 25.5625 29.3125 28.5875 28.9375 23.3125 35.4375 179.0625 28.0 125.25 27.25 187.75 3162.86
588 320 24.775 25.375 25.5625 29.3125 28.5875 29.0 23.3125 35.4375 179.0625 28.0 125.75 26.75 187.5 3167.86
589 321 24.775 25.375 25.5625 29.3125 28.65 29.0 23.3125 35.4375 179.0625 28.25 126.0 27.5 187.5 3172.86
589 321 24.8375 25.375 25.5625 29.3125 28.65 29.0 23.375 35.5 179.0625 28.25 125.25 27.25 187.75 3177.87
590 322 24.775 25.375 25.625 29.375 28.5875 29.0 23.375 35.5 179.0625 28.0 125.75 27.25 187.5 3182.87
591 322 24.775 25.375 25.625 29.375 28.65 29.0 23.3125 35.5 179.125 27.75 125.0 27.5 187.5 3187.87
592 323 24.8375 25.375 25.625 29.375 28.65 29.0 23.375 35.5 179.1875 28.0 125.25 27.25 187.75 3192.88
593 323 24.8375 25.375 25.625 29.375 28.7125 29.0 23.375 35.5 179.1875 27.75 125.0 27.5 188.0 3197.88
594 324 24.8375 25.375 25.625 29.375 28.65 29.0 23.375 35.5 179.1875 27.75 125.25 27.75 188.0 3202.88
595 324 24.8375 25.375 25.625 29.375 28.7125 29.0625 23.375 35.5 179.1875 28.5 125.25 27.25 187.75 3207.88
596 325 24.8375 25.375 25.625 29.375 28.7125 29.0625 23.375 35.5 179.25 28.25 125.25 27.25 187.5 3212.89
597 325 24.8375 25.375 25.625 29.4375 28.7125 29.0625 23.375 35.5625 179.25 28.0 125.0 27.5 187.75 3217.89
598 326 24.8375 25.4375 25.625 29.4375 28.7125 29.0625 23.375 35.5625 179.25 28.0 125.5 27.0 187.75 3222.89
599 326 24.8375 25.4375 25.625 29.4375 28.7125 29.0625 23.4375 35.5625 179.3125 28.25 125.25 27.75 187.75 3227.9
599 327 24.9 25.4375 25.6875 29.4375 28.7125 29.0625 23.375 35.5625 179.3125 28.25 125.0 27.5 187.75 3232.9
600 327 24.9 25.4375 25.6875 29.4375 28.775 29.0625 23.375 35.5625 179.375 28.0 125.25 28.0 187.75 3237.9
601 328 24.9 25.4375 25.6875 29.4375 28.775 29.0625 23.375 35.5625 179.4375 27.75 125.25 28.0 187.75 3242.9
602 328 24.9 25.4375 25.6875 29.4375 28.775 29.125 23.375 35.625 179.4375 28.0 125.25 27.5 188.25 3247.91
603 329 24.9 25.4375 25.6875 29.4375 28.775 29.125 23.4375 35.625 179.4375 28.0 125.5 27.5 188.0 3252.92
604 329 24.9 25.4375 25.6875 29.4375 28.775 29.125 23.375 35.625 179.4375 28.25 125.75 28.0 187.5 3257.91
605 330 24.9 25.4375 25.6875 29.4375 28.775 29.125 23.4375 35.6875 179.5 28.25 126.0 27.75 188.0 3262.92
606 330 24.9 25.5 25.6875 29.5 28.8375 29.125 23.375 35.6875 179.5 28.25 125.5 27.5 188.0 3267.92
607 331 24.9 25.5 25.6875 29.5 28.8375 29.125 23.375 35.625 179.5 27.75 125.5 27.0 188.0 3272.92
608 331 24.9 25.5 25.6875 29.5 28.8375 29.125 23.4375 35.6875 179.5 28.25 125.5 28.0 187.75 3277.93
609 332 24.9625 25.5 25.6875 29.5 28.8375 29.125 23.4375 35.6875 179.5 28.25 124.75 28.0 188.25 3282.93
609 332 24.9625 25.5 25.6875 29.5 28.8375 29.1875 23.4375 35.6875 179.5625 28.0 125.25 27.75 188.0 3287.93
610 333 24.9625 25.5 25.75 29.5 28.8375 29.1875 23.4375 35.6875 179.5625 28.25 125.5 28.0 187.75 3292.93
611 333 24.9625 25.5 25.75 29.5 28.9 29.1875 23.4375 35.6875 179.625 28.25 125.5 28.0 188.0 3297.94
612 334 24.9625 25.5 25.75 29.5 28.9 29.1875 23.4375 35.75 179.625 28.5 125.75 27.5 188.25 3302.94
613 334 24.9625 25.5 25.75 29.5 28.9 29.1875 23.4375 35.75 179.625 28.25 125.5 27.5 188.5 3307.94
614 335 24.9625 25.5 25.75 29.5625 28.9 29.1875 23.4375 35.75 179.625 28.25 125.5 27.75 187.75 3312.94
615 335 24.9625 25.5625 25.75 29.5625 28.9 29.1875 23.4375 35.75 179.6875 28.25 125.75 27.75 188.25 3317.95
616 336 24.9625 25.5625 25.75 29.5625 28.9 29.1875 23.4375 35.75 179.6875 28.25 125.75 27.5 187.75 3322.95
617 336 24.9625 25.5625 25.75 29.5625 28.9625 29.1875 23.4375 35.75 179.6875 28.5 126.0 28.0 187.75 3327.95
618 337 24.9625 25.5625 25.75 29.5625 28.9625 29.25 23.4375 35.8125 179.75 27.75 125.75 28.25 188.0 3332.96
619 337 25.025 25.5625 25.75 29.5625 28.9625 29.25 23.4375 35.8125 179.8125 28.25 126.25 27.75 188.25 3337.96
619 338 25.025 25.5625 25.75 29.5625 28.9625 29.25 23.5 35.8125 179.8125 28.25 126.25 28.0 188.5 3342.96
620 338 25.025 25.5625 25.75 29.5625 28.9625 29.25 23.5 35.8125 179.8125 28.0 126.0 27.75 188.25 3347.97
621 339 25.025 25.5625 25.8125 29.625 28.9625 29.25 23.5 35.875 179.8125 28.25 126.0 27.75 188.25 3352.97
622 339 25.025 25.5625 25.8125 29.5625 28.9625 29.25 23.5 35.875 179.875 28.25 126.25 28.25 188.25 3357.97
623 340 25.025 25.625 25.8125 29.625 29.025 29.25 23.5 35.875 179.875 28.25 126.25 28.25 188.25 3362.97
624 340 25.025 25.5625 25.8125 29.625 29.025 29.25 23.5 35.875 179.875 28.5 125.75 27.75 188.5 3367.98
625 341 25.025 25.5625 25.8125 29.625 29.025 29.3125 23.5 35.875 179.9375 28.5 126.0 27.75 188.5 3372.98
626 341 25.025 25.625 25.8125 29.625 29.025 29.3125 23.5 35.875 180.0 28.25 126.25 28.0 188.0 3377.98
627 342 25.025 25.625 25.8125 29.625 29.025 29.3125 23.5 35.875 180.0 28.0 126.0 27.75 188.5 3382.99
628 342 25.0875 25.625 25.8125 29.625 29.025 29.3125 23.5 35.9375 180.0 28.25 126.25 28.0 188.5 3387.99
629 343 25.0875 25.625 25.8125 29.625 29.0875 29.3125 23.5 35.9375 180.0625 28.25 126.25 27.5 188.0 3392.99
629 343 25.0875 25.625 25.8125 29.6875 29.0875 29.3125 23.5 35.9375 180.0625 28.25 126.0 27.75 188.75 3397.99
630 344 25.0875 25.625 25.8125 29.6875 29.0875 29.3125 23.5 35.9375 180.0625 28.5 126.5 27.5 188.5 3403.0
631 344 25.0875 25.625 25.875 29.6875 29.0875 29.375 23.5 35.9375 180.0625 27.5 126.25 27.5 187.75 3408.0
632 345 25.0875 25.625 25.8125 29.6875 29.0875 29.375 23.5 35.9375 180.125 28.0 125.75 27.5 188.5 3413.0
633 345 25.0875 25.6875 25.875 29.6875 29.15 29.375 23.5 36.0 180.125 28.5 126.5 27.75 188.25 3418.01
634 346 25.0875 25.6875 25.875 29.6875 29.15 29.375 23.5625 36.0 180.125 28.5 126.5 27.5 188.5 3423.01
635 346 25.15 25.6875 25.875 29.6875 29.15 29.375 23.5625 36.0 180.1875 28.5 126.0 27.5 188.5 3428.01
636 347 25.0875 25.6875 25.875 29.6875 29.15 29.375 23.5625 36.0 180.1875 28.25 126.25 27.75 188.75 3433.01
637 347 25.15 25.6875 25.875 29.6875 29.15 29.375 23.5625 36.0625 180.1875 28.25 126.75 27.5 188.25 3438.01
638 348 25.15 25.6875 25.875 29.75 29.15 29.375 23.5625 36.0625 180.25 28.25 127.0 27.75 188.75 3443.02
639 348 25.15 25.6875 25.875 29.75 29.15 29.375 23.5625 36.0625 180.25 28.25 126.5 27.75 188.5 3448.02
639 349 25.15 25.6875 25.875 29.75 29.2125 29.4375 23.5625 36.0625 180.25 28.25 127.0 27.25 188.75 3453.02
640 349 25.15 25.6875 25.875 29.75 29.2125 29.4375 23.5625 36.0625 180.3125 28.5 126.5 27.75 188.0 3458.02
641 350 25.15 25.6875 25.875 29.75 29.2125 29.375 23.5625 36.0625 180.3125 28.0 126.5 28.0 188.75 3463.03
642 350 25.15 25.75 25.9375 29.75 29.2125 29.4375 23.5625 36.0625 180.3125 28.0 126.75 28.0 189.0 3468.03
643 351 25.15 25.75 25.9375 29.75 29.2125 29.4375 23.5625 36.0625 180.3125 28.5 127.25 27.5 188.5 3473.04
644 351 25.15 25.75 25.9375 29.75 29.2125 29.4375 23.5625 36.125 180.375 28.5 126.75 27.25 189.0 3478.04
645 352 25.15 25.75 25.9375 29.75 29.2125 29.4375 23.5625 36.125 180.375 28.25 126.5 27.5 189.0 3483.04
646 352 25.2125 25.75 25.9375 29.75 29.275 29.4375 23.5625 36.125 180.375 28.25 127.25 27.75 188.75 3488.04
647 353 25.2125 25.75 25.9375 29.75 29.275 29.4375 23.5625 36.125 180.375 28.5 127.25 27.75 188.75 3493.04
648 353 25.2125 25.75 25.9375 29.8125 29.275 29.5 23.5625 36.125 180.375 28.5 126.25 27.5 189.0 3498.05
649 354 25.2125 25.75 25.9375 29.8125 29.275 29.5 23.5625 36.125 180.375 28.0 126.75 27.25 189.0 3503.05
649 354 25.2125 25.75 25.9375 29.8125 29.275 29.5 23.5625 36.1875 180.4375 28.25 127.25 27.25 188.75 3508.05
650 355 25.2125 25.75 26.0 29.8125 29.3375 29.5 23.625 36.1875 180.4375 28.5 126.5 27.75 188.75 3513.06
651 355 25.2125 25.75 25.9375 29.8125 29.275 29.5 23.625 36.1875 180.5 28.5 126.5 28.0 189.0 3518.06
652 356 25.2125 25.8125 25.9375 29.8125 29.3375 29.5 23.625 36.1875 180.5 28.5 126.5 27.5 189.0 3523.06
653 356 25.2125 25.8125 26.0 29.8125 29.3375 29.5 23.625 36.1875 180.5 28.5 126.5 28.0 188.75 3528.07
654 357 25.2125 25.8125 26.0 29.875 29.3375 29.5 23.625 36.1875 180.5 28.5 126.75 27.5 189.25 3533.07
655 357 25.275 25.8125 26.0 29.8125 29.3375 29.5 23.625 36.25 180.5 28.5 126.75 27.5 189.0 3538.07
656 358 25.275 25.8125 26.0 29.8125 29.3375 29.5625 23.625 36.25 180.5 28.5 127.0 27.5 189.25 3543.08
657 358 25.2125 25.8125 26.0 29.875 29.3375 29.5625 23.625 36.25 180.5625 28.5 126.5 27.75 189.0 3548.08
658 359 25.275 25.8125 26.0 29.875 29.4 29.5625 23.625 36.25 180.5625 28.5 126.75 27.5 189.0 3553.08
658 359 25.275 25.8125 26.0 29.875 29.4 29.5625 23.625 36.3125 180.5625 28.5 126.75 28.25 189.0 3558.08
659 360 25.275 25.8125 26.0 29.875 29.4 29.5625 23.625 36.3125 180.5625 28.5 126.75 27.75 188.25 3563.09
660 360 25.3375 25.875 26.0 29.875 29.4 29.5625 23.625 36.3125 180.5625 28.5 127.5 27.75 188.75 3568.09
661 361 25.275 25.875 26.0 29.875 29.4 29.625 23.625 36.3125 180.625 28.5 127.0 28.0 189.0 3573.09
662 361 25.275 25.875 26.0 29.9375 29.4 29.625 23.625 36.3125 180.625 28.75 126.5 28.0 188.5 3578.1
663 362 25.275 25.875 26.0 29.9375 29.4625 29.5625 23.625 36.3125 180.5625 28.5 126.75 27.75 189.25 3583.1
664 362 25.3375 25.875 26.0625 29.9375 29.4625 29.625 23.625 36.3125 180.625 28.5 126.0 28.25 188.75 3588.1
665 363 25.275 25.875 26.0625 29.9375 29.4625 29.625 23.625 36.375 180.625 28.75 126.75 27.5 188.5 3593.1
666 363 25.3375 25.875 26.0625 29.9375 29.4625 29.625 23.6875 36.375 180.625 28.5 126.75 28.0 189.0 3598.11
666 364 25.3375 25.875 26.0625 29.9375 29.4625 29.625 23.6875 36.375 180.625 28.75 127.0 27.5 189.0 3603.11
667 364 25.3375 25.875 26.0625 29.9375 29.4625 29.625 23.625 36.375 180.625 28.5 127.25 27.75 188.75 3608.11
668 365 25.3375 25.9375 26.0625 29.9375 29.4625 29.625 23.6875 36.375 180.625 28.75 126.25 28.0 188.75 3613.12
669 365 25.3375 25.9375 26.0625 29.9375 29.525 29.6875 23.6875 36.375 180.5625 28.5 126.5 27.75 189.0 3618.12
670 365 25.4 25.9375 26.0625 29.9375 29.525 29.6875 23.6875 36.4375 180.5625 28.5 127.0 27.5 188.75 3623.12
671 366 25.3375 25.9375 26.0625 29.9375 29.525 29.6875 23.6875 36.4375 180.625 28.75 127.0 27.75 189.0 3628.12
672 366 25.4 25.9375 26.125 29.9375 29.525 29.6875 23.6875 36.4375 180.625 28.75 127.0 28.25 188.5 3633.13
673 367 25.4 25.9375 26.125 30.0 29.525 29.6875 23.6875 36.4375 180.625 28.5 127.0 28.25 189.0 3638.13
674 367 25.4 25.9375 26.0625 30.0 29.5875 29.6875 23.6875 36.4375 180.625 28.25 127.25 28.0 189.0 3643.13
674 368 25.4 25.9375 26.125 30.0 29.5875 29.6875 23.6875 36.4375 180.625 28.75 127.0 27.5 189.5 3648.14
675 368 25.4 25.9375 26.125 30.0 29.5875 29.6875 23.6875 36.4375 180.625 28.25 127.0 27.5 189.0 3653.14
676 369 25.4 25.9375 26.125 30.0 29.5875 29.6875 23.6875 36.5 180.625 28.25 127.25 28.25 188.75 3658.14
677 369 25.4 25.9375 26.125 30.0 29.5875 29.6875 23.6875 36.5 180.5625 28.75 127.25 28.25 188.75 3663.14
678 370 25.4 25.9375 26.125 30.0 29.5875 29.75 23.6875 36.5 180.5625 28.5 127.0 28.25 189.0 3668.15
679 370 25.4 26.0 26.125 30.0 29.5875 29.75 23.75 36.5 180.5625 28.75 126.5 28.0 189.0 3673.38
680 371 25.4 26.0 26.125 30.0 29.65 29.75 23.6875 36.5 180.5625 28.5 126.75 28.0 189.0 3678.38
681 371 25.4 26.0 26.125 30.0 29.5875 29.75 23.6875 36.5625 180.5625 28.5 127.25 28.0 189.0 3683.38
682 372 25.4 26.0 26.125 30.0625 29.65 29.75 23.75 36.5 180.5625 28.75 127.25 27.75 189.0 3688.38
682 372 25.4625 26.0 26.1875 30.0625 29.65 29.75 23.75 36.5 180.5625 28.5 127.0 28.25 188.75 3693.38
683 373 25.4625 26.0 26.1875 30.0625 29.65 29.75 23.75 36.5625 180.5625 28.5 127.5 28.25 189.0 3698.38
684 373 25.4625 26.0 26.1875 30.0625 29.65 29.75 23.75 36.5625 180.5625 28.5 127.25 28.5 188.75 3703.38
685 374 25.4625 26.0 26.1875 30.0625 29.65 29.75 23.75 36.5625 180.5625 28.5 127.0 28.25 188.75 3708.38
686 374 25.4625 26.0 26.1875 30.0625 29.7125 29.8125 23.75 36.625 180.5625 29.0 126.75 28.0 188.25 3713.38
687 375 25.4625 26.0625 26.1875 30.0625 29.7125 29.75 23.75 36.625 180.5625 28.75 127.5 28.0 189.25 3718.38
688 375 25.525 26.0625 26.1875 30.125 29.7125 29.8125 23.75 36.625 180.5625 28.75 127.25 27.75 188.5 3723.38
689 376 25.4625 26.0625 26.1875 30.125 29.7125 29.8125 23.75 36.625 180.5625 28.75 127.25 28.0 189.25 3728.38
690 376 25.4625 26.0625 26.1875 30.0625 29.7125 29.8125 23.75 36.625 180.625 28.5 127.5 27.25 189.0 3733.38
690 377 25.525 26.0625 26.1875 30.0625 29.7125 29.8125 23.75 36.625 180.625 28.75 127.25 28.25 189.0 3738.38
691 377 25.525 26.0625 26.1875 30.125 29.775 29.8125 23.75 36.625 180.625 28.75 126.5 28.0 189.0 3743.51
692 378 25.525 26.0625 26.1875 30.125 29.775 29.875 23.75 36.6875 180.625 28.25 127.25 28.0 189.0 3748.38
693 378 25.4625 26.0625 26.25 30.125 29.775 29.8125 23.75 36.6875 180.625 28.5 126.75 28.25 189.25 3753.38
694 379 25.525 26.0625 26.1875 30.125 29.775 29.8125 23.8125 36.6875 180.625 28.75 127.25 27.5 189.0 3758.38
695 379 25.525 26.0625 26.25 30.125 29.775 29.875 23.8125 36.6875 180.625 28.5 127.5 28.0 188.75 3763.38
696 380 25.525 26.125 26.25 30.1875 29.775 29.875 23.8125 36.6875 180.625 28.75 127.5 28.5 188.5 3768.38
697 380 25.525 26.0625 26.1875 30.125 29.775 29.875 23.8125 36.6875 180.6875 28.5 126.75 28.25 189.0 3773.38
698 381 25.525 26.125 26.25 30.125 29.8375 29.875 23.8125 36.6875 180.75 28.75 126.75 28.5 189.0 3778.38
699 381 25.525 26.125 26.25 30.125 29.8375 29.875 23.8125 36.75 180.75 28.75 126.75 28.5 189.5 3783.38
700 382 25.5875 26.125 26.25 30.1875 29.8375 29.875 23.8125 36.75 180.75 28.75 127.25 27.0 188.5 3788.38
700 382 25.5875 26.125 26.25 30.1875 29.8375 29.875 23.8125 36.75 180.75 29.0 127.5 28.0 189.25 3793.38
701 383 25.5875 26.125 26.25 30.1875 29.8375 29.9375 23.8125 36.75 180.75 28.75 127.5 28.25 189.25 3798.38
702 383 25.5875 26.125 26.25 30.1875 29.8375 29.9375 23.75 36.75 180.8125 28.75 127.75 28.25 189.25 3803.38
703 384 25.5875 26.125 26.25 30.1875 29.8375 29.9375 23.8125 36.75 180.8125 28.75 127.0 28.25 189.0 3808.38
704 384 25.5875 26.125 26.25 30.1875 29.8375 29.9375 23.8125 36.75 180.8125 28.75 126.5 28.25 189.0 3813.38
705 385 25.5875 26.125 26.25 30.1875 29.8375 29.9375 23.8125 36.8125 180.875 28.75 127.25 28.0 189.25 3818.38
706 385 25.5875 26.125 26.25 30.25 29.9 29.9375 23.8125 36.8125 180.875 29.0 127.0 28.0 189.5 3823.38
707 386 25.5875 26.1875 26.3125 30.25 29.9 29.9375 23.8125 36.8125 180.875 28.75 127.75 28.25 188.75 3828.38
708 386 25.5875 26.1875 26.3125 30.25 29.9 29.9375 23.8125 36.8125 180.875 28.75 127.0 28.5 189.25 3833.38
709 387 25.5875 26.1875 26.3125 30.25 29.9 29.9375 23.8125 36.8125 180.9375 28.25 127.0 28.25 189.25 3838.38
710 387 25.5875 26.1875 26.3125 30.25 29.9 30.0 23.8125 36.8125 180.875 28.75 127.0 28.0 189.25 3843.38
710 388 25.65 26.1875 26.3125 30.25 29.9625 30.0 23.8125 36.8125 180.9375 28.75 127.75 27.75 189.25 3848.38
711 388 25.65 26.1875 26.3125 30.25 29.9625 30.0 23.875 36.875 180.875 29.0 127.75 28.25 189.25 3853.38
712 389 25.65 26.1875 26.3125 30.25 29.9625 30.0 23.8125 36.875 180.875 28.75 127.0 28.25 189.0 3858.37
713 389 25.65 26.25 26.3125 30.25 29.9625 30.0 23.8125 36.875 180.875 29.0 127.0 28.0 189.0 3863.38
714 390 25.65 26.1875 26.3125 30.3125 29.9625 30.0 23.875 36.875 180.9375 28.75 128.25 28.0 189.25 3868.38
715 390 25.65 26.1875 26.3125 30.3125 29.9625 30.0 23.875 36.875 180.9375 28.75 127.75 28.5 189.5 3873.38
716 391 25.65 26.1875 26.3125 30.3125 29.9625 30.0 23.875 36.875 180.9375 28.75 127.5 28.5 189.0 3878.38
717 391 25.65 26.25 26.375 30.3125 29.9625 30.0625 23.875 36.875 180.9375 28.75 128.0 28.0 189.0 3883.38
718 392 25.7125 26.25 26.375 30.3125 30.025 30.0625 23.875 36.875 181.0 28.5 127.75 28.0 189.75 3888.38
718 392 25.65 26.25 26.375 30.3125 30.025 30.0625 23.875 36.875 181.0 29.0 127.25 28.0 189.25 3893.37
719 393 25.7125 26.25 26.375 30.3125 30.025 30.0625 23.875 36.9375 180.9375 28.75 127.5 28.25 189.5 3898.38
720 393 25.7125 26.25 26.375 30.3125 30.025 30.0625 23.875 36.9375 181.0 28.5 127.75 27.75 189.75 3903.38
721 394 25.7125 26.25 26.375 30.3125 30.025 30.0625 23.875 36.9375 181.0 28.75 127.75 27.75 189.25 3908.38
722 394 25.7125 26.25 26.375 30.375 30.025 30.0625 23.875 36.9375 181.0625 28.75 128.0 28.0 189.25 3913.38
723 395 25.7125 26.25 26.375 30.375 30.025 30.0625 23.875 36.9375 181.0625 28.5 127.75 28.25 189.25 3918.38
724 395 25.7125 26.25 26.375 30.375 30.0875 30.125 23.875 36.9375 181.0625 28.75 127.5 28.5 189.25 3923.37
725 396 25.7125 26.25 26.375 30.375 30.0875 30.125 23.875 37.0 181.0625 28.75 127.0 28.5 189.75 3928.38
726 396 25.7125 26.25 26.375 30.375 30.0875 30.125 23.875 37.0 181.125 28.75 127.25 28.5 189.75 3933.38
727 397 25.7125 26.3125 26.375 30.375 30.0875 30.125 23.9375 37.0 181.125 28.5 127.75 28.0 189.0 3938.38
728 397 25.775 26.3125 26.375 30.375 30.0875 30.125 23.875 37.0 181.125 28.5 127.25 28.0 189.25 3943.37
728 398 25.7125 26.3125 26.4375 30.375 30.0875 30.125 23.9375 37.0 181.1875 28.75 127.5 27.75 189.5 3948.38
729 398 25.775 26.3125 26.375 30.375 30.15 30.125 23.9375 37.0625 181.1875 28.75 127.5 28.25 189.5 3953.37
730 399 25.775 26.3125 26.4375 30.375 30.0875 30.1875 23.9375 37.0625 181.1875 28.75 127.5 28.5 189.0 3958.37
731 399 25.775 26.3125 26.4375 30.375 30.15 30.125 23.9375 37.0625 181.1875 28.5 127.5 28.5 189.25 3963.38
732 400 25.775 26.3125 26.4375 30.375 30.15 30.125 23.9375 37.0625 181.1875 28.75 127.75 28.0 189.5 3968.38
733 400 25.775 26.3125 26.4375 30.4375 30.15 30.125 23.9375 37.0625 181.25 29.25 127.75 28.0 190.0 3973.38
734 401 25.775 26.3125 26.4375 30.375 30.15 30.125 23.9375 37.0625 181.25 29.0 128.0 28.0 189.5 3978.38
735 401 25.775 26.375 26.4375 30.4375 30.15 30.1875 23.9375 37.0625 181.3125 28.75 128.0 28.25 189.5 3983.38
736 402 25.775 26.375 26.4375 30.4375 30.15 30.1875 23.9375 37.0625 181.3125 29.25 128.0 28.25 189.75 3988.38
737 402 25.775 26.375 26.4375 30.4375 30.15 30.1875 23.9375 37.0625 181.3125 29.0 127.5 28.0 189.25 3993.37
738 403 25.8375 26.375 26.4375 30.4375 30.2125 30.1875 23.9375 37.125 181.3125 28.75 127.25 28.5 189.0 3998.37
738 403 25.8375 26.375 26.4375 30.4375 30.2125 30.1875 23.9375 37.125 181.375 28.75 127.5 28.25 189.75 4003.38
739 404 25.8375 26.375 26.5 30.5 30.2125 30.1875 23.9375 37.125 181.375 29.0 128.0 28.25 190.0 4008.38
740 404 25.8375 26.375 26.4375 30.4375 30.2125 30.25 23.9375 37.125 181.375 29.0 128.5 28.25 189.0 4013.38
741 405 25.8375 26.375 26.5 30.5 30.275 30.1875 24.0 37.125 181.375 28.5 127.75 28.0 190.0 4018.37
742 405 25.8375 26.375 26.5 30.5 30.275 30.1875 23.9375 37.125 181.375 29.25 128.0 28.5 189.75 4023.38
743 406 25.8375 26.375 26.5 30.5 30.275 30.25 23.9375 37.125 181.4375 29.25 128.0 28.5 190.0 4028.37
744 406 25.8375 26.375 26.5 30.5 30.275 30.25 24.0 37.1875 181.375 29.0 128.25 28.5 189.75 4033.38
745 407 25.8375 26.4375 26.5 30.5 30.275 30.1875 24.0 37.1875 181.4375 29.0 128.0 28.25 189.75 4038.38
746 407 25.8375 26.4375 26.5 30.5625 30.275 30.25 24.0 37.1875 181.4375 29.0 128.25 28.0 190.0 4043.37
747 408 25.8375 26.4375 26.5 30.5625 30.275 30.25 24.0 37.1875 181.4375 29.0 128.5 28.25 190.25 4048.37
748 408 25.8375 26.4375 26.5 30.5625 30.3375 30.25 24.0 37.1875 181.4375 29.0 127.5 28.5 189.5 4053.38
748 409 25.9 26.4375 26.5 30.5625 30.275 30.25 24.0 37.1875 181.5 29.0 127.75 28.25 190.0 4058.38
749 409 25.8375 26.4375 26.5 30.5625 30.3375 30.25 24.0 37.1875 181.5625 29.0 128.0 28.0 190.0 4063.38
750 410 25.9 26.4375 26.5625 30.5625 30.3375 30.3125 24.0 37.25 181.5 29.0 127.75 28.0 189.75 4068.38
751 410 25.9 26.4375 26.5625 30.5625 30.3375 30.25 24.0 37.25 181.5625 29.0 128.5 28.25 189.5 4073.38
752 411 25.9 26.4375 26.5625 30.5625 30.3375 30.25 24.0 37.25 181.5625 28.75 128.25 28.25 189.5 4078.39
753 411 25.9 26.4375 26.5625 30.5625 30.4 30.3125 24.0 37.25 181.625 28.75 128.5 28.5 190.25 4083.39
754 412 25.9 26.4375 26.5625 30.5625 30.3375 30.3125 24.0 37.25 181.625 28.5 127.75 28.5 190.0 4088.39
755 412 25.9 26.4375 26.5625 30.5625 30.4 30.3125 24.0 37.25 181.625 28.75 128.0 28.5 189.75 4093.4
756 413 25.9 26.5 26.5625 30.5625 30.4 30.3125 24.0 37.3125 181.625 28.75 127.5 28.5 190.25 4098.4
757 413 25.9 26.5 26.5625 30.5625 30.4 30.3125 24.0 37.3125 181.6875 29.0 127.5 28.5 189.75 4103.4
758 414 25.9 26.5 26.5625 30.5625 30.4 30.3125 24.0625 37.3125 181.6875 29.0 128.25 28.0 190.0 4108.4
758 414 25.9625 26.5 26.5625 30.625 30.4 30.3125 24.0625 37.3125 181.6875 29.0 128.25 28.0 190.25 4113.41
759 415 25.9 26.5 26.5625 30.625 30.4 30.3125 24.0 37.3125 181.6875 28.75 128.5 28.5 190.25 4118.41
760 415 25.9625 26.5 26.5625 30.625 30.4625 30.3125 24.0625 37.3125 181.6875 29.0 128.0 28.25 190.0 4123.41
761 416 25.9625 26.5 26.5625 30.625 30.4625 30.3125 24.0625 37.3125 181.6875 29.0 128.0 28.0 190.25 4128.42
762 416 25.9625 26.5 26.625 30.625 30.4625 30.3125 24.0625 37.3125 181.75 28.5 128.25 28.5 190.0 4133.42
763 417 25.9625 26.5 26.625 30.625 30.4625 30.375 24.0625 37.375 181.8125 29.25 128.25 28.0 189.75 4138.42
764 417 25.9625 26.5625 26.5625 30.6875 30.4625 30.375 24.0625 37.375 181.8125 29.25 128.75 27.75 190.25 4143.42
765 418 25.9625 26.5625 26.625 30.6875 30.525 30.375 24.0625 37.375 181.8125 29.0 128.5 28.5 190.5 4148.43
766 418 25.9625 26.5625 26.625 30.625 30.525 30.375 24.0625 37.375 181.8125 29.0 128.0 28.75 190.25 4153.43
767 419 25.9625 26.5625 26.625 30.6875 30.525 30.375 24.0625 37.375 181.8125 29.25 128.25 28.0 189.75 4158.43
768 419 25.9625 26.5625 26.625 30.6875 30.525 30.375 24.0625 37.375 181.8125 29.25 128.5 28.5 190.0 4163.44
769 420 25.9625 26.5625 26.625 30.6875 30.525 30.375 24.0625 37.375 181.875 29.0 128.5 28.25 190.0 4168.44
769 420 25.9625 26.5625 26.625 30.6875 30.525 30.375 24.0625 37.375 181.875 29.0 128.0 28.25 190.5 4173.44
770 421 26.025 26.5625 26.625 30.6875 30.5875 30.375 24.0625 37.4375 181.875 29.0 128.75 28.5 190.0 4178.45
771 421 26.025 26.5625 26.625 30.6875 30.525 30.4375 24.0625 37.4375 181.875 29.0 128.25 27.75 190.5 4183.45
772 422 26.025 26.5625 26.625 30.6875 30.5875 30.375 24.125 37.4375 181.9375 29.25 128.0 28.75 190.25 4188.45
773 422 26.025 26.625 26.6875 30.6875 30.5875 30.4375 24.125 37.4375 181.9375 29.0 128.25 28.75 190.5 4193.45
774 423 26.025 26.625 26.6875 30.6875 30.5875 30.4375 24.0625 37.4375 181.9375 29.0 128.25 28.75 190.25 4198.46
775 423 26.025 26.625 26.6875 30.75 30.5875 30.4375 24.125 37.4375 181.9375 29.0 127.5 28.25 190.5 4203.46
776 424 26.025 26.625 26.6875 30.75 30.5875 30.4375 24.125 37.5 182.0 29.25 128.0 28.5 190.25 4208.46
